Id,Word,Transcription
66291,GRIEVOUSLY,G R IY V AH S L IY
66292,MACHISMO,M AH CH IH Z M OW
66293,FITNESS,F IH T N AH S
66294,RUBLE'S,R UW B AH L Z
66295,NATWEST'S,N AE T W EH S T S
66296,RUTGER'S,R AH T G ER Z
66297,CUSTODIANS,K AH S T OW D IY AH N Z
66298,SIGMOIDAL,S IH G M OY D AH L
66299,PENSACOLA,P EH N S AH K OW L AH
66300,ALMARAZ,AA L M AA R AA Z
66301,FAT,F AE T
66302,BEAGLES,B IY G AH L Z
66303,SOFTEN,S AA F AH N
66304,KOITO,K OW IY T OW
66305,MONEYCENTER,M AH N IY S EH N T ER
66306,ANSLEY,AE N S L IY
66307,BROWSER,B R AW Z ER
66308,BALOW,B AE L OW
66309,JUETT,JH UW T
66310,LANCING,L AE N S IH NG
66311,OVERSUBSCRIBE,OW V ER S AH B S K R AY B
66312,TEX,T EH K S
66313,SELKIRK,S EH L K ER K
66314,PRUCHA,P R AH CH AH
66315,TWEAKING,T W IY K IH NG
66316,LYSANDRA,L AY S AE N D R AH
66317,BLUFFING,B L AH F IH NG
66318,MCCLUSKEY,M AH K L AH S K IY
66319,PHILANTHROPISTS,F IH L AE N TH R AH P IH S T S
66320,NERVE,N ER V
66321,WATCHMEN,W AA CH M EH N
66322,MANDER,M AE N D ER
66323,BLASTED,B L AE S T IH D
66324,INVADED,IH N V EY D AH D
66325,FAULHABER,F AW L HH AH B ER
66326,TAGALOG,T AE G AH L AA G
66327,YANTIS,Y AE N T IH S
66328,ORNE,AO R N
66329,PRIORITIZE,P R AY AO R AH T AY Z
66330,DRUCE,D R UW S
66331,PREVIOUSLY,P R IY V IY AH S L IY
66332,ABEX,EY B EH K S
66333,SIGNIFICANCE,S AH G N IH F IH K AH N S
66334,MERITS,M EH R AH T S
66335,PASTORAL,P AE S T ER AH L
66336,OCONNOR'S,OW K AA N ER Z
66337,GROUSING,G R AW S IH NG
66338,SCHLECHTER,SH L EH K T ER
66339,VOLCANOS,V AA L K EY N OW Z
66340,DIRECTORS,D IY R EH K T ER Z
66341,CURFEW,K ER F Y UW
66342,DADO,D EY D OW
66343,DEHOYOS,D EH HH OY OW Z
66344,MCENTIRE,M AE K AH N T AY R
66345,DITHERING,D IH DH ER IH NG
66346,PERES,P EH R EH Z
66347,GRULLON,G R AH L AH N
66348,WHOLESALER'S,HH OW L S EY L ER Z
66349,DOWNEY,D AW N IY
66350,ARRAY,ER EY
66351,ROSHIER,R OW SH Y ER
66352,BANKERT,B AE NG K ER T
66353,BETSY,B EH T S IY
66354,OUTMODED,AW T M OW D IH D
66355,PATHMARK,P AE TH M AA R K
66356,SOUTHEAST'S,S AW TH IY S T S
66357,URY,Y UW R IY
66358,MENTZEL,M EH N T Z AH L
66359,OLOF,OW L AO F
66360,DEPTHS,D EH P TH S
66361,PAVLIS,P AE V L IH S
66362,DIRT'S,D ER T S
66363,SANDIA,S AE N D IY AH
66364,POOLED,P UW L D
66365,SENKO,S EH NG K OW
66366,CONCATENATING,K AH N K AE T AH N EY T IH NG
66367,MIFFED,M IH F T
66368,TAFOLLA,T AH F AA L AH
66369,KNEALE,N IY L
66370,VERSUS,V ER S AH Z
66371,UZMACK,UW Z M AE K
66372,VASECTOMY,V AE S EH K T AH M IY
66373,BLUEPENCILLED,B L UW P EH N S AH L D
66374,BECKLES,B EH K AH L Z
66375,DENG,D EH NG
66376,VENICE,V EH N AH S
66377,KOCAK,K OW K AH K
66378,OVERDONE,OW V ER D AH N
66379,MONN,M AA N
66380,KIENINGER,K IY N IH NG ER
66381,KILOMETRES,K IH L AO M AH T ER Z
66382,ARSENAULT,AA R S IH N OW
66383,MCCURDY,M AH K ER D IY
66384,SUDANO,S UW D AA N OW
66385,CHEMISTS,K EH M AH S T S
66386,PROSPECTUS,P R AH S P EH K T AH S
66387,TYLEE,T AY L IY
66388,MAIERS,M EY ER Z
66389,DORMITORY,D AO R M AH T AO R IY
66390,DONOR,D OW N ER
66391,CANHAM,K AE N HH AH M
66392,MALARA,M AA L AA R AH
66393,HAMILTONS,HH AE M AH L T AH N Z
66394,BENITO,B EH N IY T OW
66395,MALACCA,M AH L AE K AH
66396,CLASHED,K L AE SH T
66397,EGYPT,IY JH AH P T
66398,DEITCH,D AY CH
66399,TRAGICALLY,T R AE JH IH K L IY
66400,GOLDENSON,G OW L D AH N S AH N
66401,UNEARNED,AH N ER N D
66402,DEMMER,D EH M ER
66403,REPETTI,R EH P EH T IY
66404,TIMOTHY,T IH M AH TH IY
66405,GRIEME,G R IY M
66406,CHUNG,CH AH NG
66407,TRACTORS,T R AE K T ER Z
66408,MEA,M IY
66409,LETTERMAN,L EH T ER M AH N
66410,DISTILLED,D IH S T IH L D
66411,TOSCH,T AO SH
66412,PUBLICATIONS',P AH B L IH K EY SH AH N Z
66413,INTEGRATE,IH N AH G R EY T
66414,ENOMOTO,IH N OW M OW T OW
66415,TAGLIERI,T AA G L IH R IY
66416,BROWNSTEIN,B R AW N S T IY N
66417,THOMASAS,T AA M AH S AH S
66418,ODRISCOLL,OW D R IH S K AA L
66419,AUDIBLES,AA D AH B AH L Z
66420,LAPSING,L AE P S IH NG
66421,HEGLUND,HH EH G L AH N D
66422,ORENDORFF,AO R IH N D AO R F
66423,PLOWMAN'S,P L AW M AH N Z
66424,ELECTION'S,IH L EH K SH AH N Z
66425,OLDHAM,OW L D AH M
66426,GORAZDE'S,G AO R AA ZH D AH Z
66427,BAIDOANS,B AY D OW AH N Z
66428,DIALTONE,D AY AH L T OW N
66429,NEIBAUER,N AY B AW ER
66430,MEDARIS,M EY D AA R IH S
66431,TAK,T AE K
66432,CANTONAL,K AE N T AH N AH L
66433,CAHOON,K AH HH UW N
66434,UREY,Y ER IY
66435,CLOTHING,K L OW DH IH NG
66436,DRINKING,D R IH NG K IH NG
66437,FUSED,F Y UW Z D
66438,GROAT,G R OW T
66439,BROADHURST,B R AO D HH ER S T
66440,SEIDERS,S AY D ER Z
66441,ADVENTURESOME,AH D V EH N CH ER S AH M
66442,PREMIERED,P R EH M IH R D
66443,KEEZER,K IY Z ER
66444,NOVEY,N OW V IY
66445,MESDAMES,M EY D AE M Z
66446,CREATOR,K R IY EY T ER
66447,JOBLESSNESS,JH AA B L AH S N AH S
66448,DELETERIOUS,D EH L AH T IH R IY AH S
66449,PRETZELS,P R EH T Z AH L Z
66450,GRACEFUL,G R EY S F AH L
66451,GORBACHEV,G AO R B AH CH EH V
66452,DETLOFF,D EH T L AO F
66453,RECTENWALD,R EH K T IH N W AO L D
66454,SAKS'S,S AE K S IH Z
66455,REBELLION'S,R IH B EH L Y AH N Z
66456,DURLING,D ER L IH NG
66457,CORRUPTIONS,K ER AH P SH AH N Z
66458,NONDURABLE,N AA N D UH R AH B AH L
66459,ROWLES,R OW L Z
66460,DOMINIC'S,D AA M AH N IH K S
66461,CONCERTO,K AH N CH EH R T OW
66462,HAVANA'S,HH AH V AE N AH Z
66463,PANHANDLING,P AE N HH AE N D L IH NG
66464,PAUTSCH,P AW CH
66465,CLIPPED,K L IH P T
66466,LIEBERMAN'S,L IY B ER M AH N Z
66467,LIFSHITZ,L IH F SH IH T S
66468,ATTRACT,AH T R AE K T
66469,REGRESSIONS,R AH G R EH SH AH N Z
66470,HUTCHERSON,HH AH CH ER S AH N
66471,MERIWETHER,M EH R IH W EH DH ER
66472,HYOTAN,HH Y OW T AE N
66473,SACKVILLE,S AE K V IH L
66474,HOWE'S,HH AW Z
66475,COUCHED,K AW CH T
66476,HARTIGAN,HH AA R T IH G AH N
66477,VERRASTRO,V EH R AE S T R OW
66478,MALSOM,M AE L S AH M
66479,ROSENDAHL,R OW Z AH N D AA L
66480,DISCREET,D IH S K R IY T
66481,NDAU,EH N D AW
66482,O'DONALD,OW D AA N AH L D
66483,CLOSER,K L OW Z ER
66484,MOONS,M UW N Z
66485,GANYMEDE,G AE N AH M IY D
66486,YDSTIE,IH D S T IY
66487,DISTRUSTS,D IH S T R AH S T S
66488,CONDOM,K AA N D AH M
66489,GALANIS,G AH L AA N IH S
66490,STANBIC,S T AE N B IH K
66491,SPINELLO,S P IH N EH L OW
66492,KOVARIK,K AH V AA R IH K
66493,NAILED,N EY L D
66494,ESTEEMED,IH S T IY M D
66495,KVAMME,K AH V AE M
66496,DOWNWIND,D AW N W IH N D
66497,ZANU,Z AA N UW
66498,DELUCCHI,D EH L UW K IY
66499,HARASZTI,HH ER AE S T IY
66500,BURANDT,B Y UW R AH N T
66501,BUPKUS,B AH P K AH S
66502,CARE'S,K EH R Z
66503,RADICALIZE,R AE D IH K AH L AY Z
66504,TRIVIAL,T R IH V IY AH L
66505,ARDSLEY,AA R D Z L IY
66506,LUNCHES,L AH N CH IH Z
66507,MOSMAN,M AA S M AH N
66508,IRONED,AY ER N D
66509,RIMPOCHET,R IH P OW CH IH T
66510,IPALCO'S,IY P AE L K OW Z
66511,EXPULSIONS,IH K S P AH L SH AH N Z
66512,COYER,K OY ER
66513,BELKO,B EH L K OW
66514,ETHNICALLY,EH TH N IH K L IY
66515,POLINO,P OW L IY N OW
66516,NISSEN,N IH S AH N
66517,KISSES,K IH S IH Z
66518,BALE,B EY L
66519,KRAUER,K R AW R
66520,MONOCLE,M AA N AH K AH L
66521,CARREL,K AE R AH L
66522,ACID,AE S AH D
66523,BAHAMIAN,B AH HH EY M IY AH N
66524,GHETTOS,G EH T OW Z
66525,HEADERS,HH EH D ER Z
66526,PHILANTHROPIST,F IH L AE N TH R AH P IH S T
66527,COMMANDANT,K AA M AH N D AA N T
66528,ELEONORE,EH L IY AH N AO R IY
66529,TEET,T IY T
66530,GERMANY,JH ER M AH N IY
66531,PROVISOS,P R AH V AY Z OW Z
66532,AURICH,AW R IH K
66533,KARSTETTER,K AA R S T IH T ER
66534,SILKY,S IH L K IY
66535,REGROUPED,R IY G R UW P T
66536,SADDENED,S AE D AH N D
66537,THACHER,TH AE K ER
66538,SKATEBOARD,S K EY T B AO R D
66539,REESTABLISHED,R IY IH S T AE B L IH SH T
66540,FORBESS,F AO R B EH S
66541,ESCHENBACH,EH SH IH N B AA K
66542,SHAI,SH AY
66543,GLUCKSMAN,G L AH K S M AH N
66544,ARTICHOKE,AA R T AH CH OW K
66545,REJECTING,R IY JH EH K T IH NG
66546,KASTNER,K AE S T N ER
66547,PIECZYNSKI,P IY CH IH N S K IY
66548,ANSTINE,AA N S T IY N IY
66549,SPERM,S P ER M
66550,PANS,P AE N Z
66551,SERVANT,S ER V AH N T
66552,HARBACH,HH AA R B AA K
66553,KNICKERBOCKERED,N IH K ER B AA K ER D
66554,CULVERT,K AH L V ER T
66555,SKEAT,S K IY T
66556,NIBLOCK,N IH B L AA K
66557,RADIANCE,R EY D Y AH N S
66558,PEACOCKS,P IY K AA K S
66559,KUBALA,K AH B AA L AH
66560,FIALA,F IY AA L AH
66561,NEIFERT,N IY F ER T
66562,HARRIS',HH EH R IH S
66563,MAINTAINED,M EY N T EY N D
66564,CROSSCURRENTS,K R AO S K ER AH N T S
66565,TELEPHONES,T EH L AH F OW N Z
66566,MONICO,M OW N IY K OW
66567,SAUNTER,S AO N T ER
66568,GIVAN,G IH V AH N
66569,BLUEISH,B L UW IH SH
66570,IT'LL,IH T L
66571,CLOUDBURST,K L AW D B ER S T
66572,VAUDEVILLIAN,V AA D V IH L Y AH N
66573,SHOJI,SH OW JH IY
66574,VLADECK,V L AE D EH K
66575,BACHLER,B AE K L ER
66576,MONDAYS,M AH N D EY Z
66577,TIMLIN,T IH M L IH N
66578,LOTITO,L OW T IY T OW
66579,CITADEL,S IH T AH D EH L
66580,TEETS,T IY T S
66581,ALLBRIGHT,AO L B R AY T
66582,SAFES,S EY F S
66583,HUNTED,HH AH N T IH D
66584,REFUELED,R IY F Y UW AH L D
66585,DWARFS,D W AO R F S
66586,FRYMIRE,F R IY M AY R
66587,PYPER,P AY P ER
66588,DEVICES,D IH V AY S IH Z
66589,DIPPED,D IH P T
66590,RATTE,R AE T
66591,CHIEFS',CH IY F S
66592,ROUGHTON,R AH F T AH N
66593,MCFLY,M AH K F L AY
66594,MOTTLEY,M AA T L IY
66595,MACUMOLO,M AH K UW M OW L OW
66596,SMOTRICH,S M AA T R IH K
66597,BLOODIEST,B L AH D IY AH S T
66598,SOWATA'S,S OW AA T AH Z
66599,SOCCI,S OW CH IY
66600,BACHERT,B AE CH ER T
66601,LACKMAN,L AE K M AH N
66602,BENNEFIELD,B EH N IH F IY L D
66603,TELEMARKETERS,T EH L AH M AA R K IH T ER Z
66604,SALINAS,S AH L IY N AH Z
66605,PANE,P EY N
66606,CHARLESWORTH,CH AA R AH L S W ER TH
66607,NICK'S,N IH K S
66608,FICHUS,F IH CH AH S
66609,SEIDNER,S AY D N ER
66610,MILOSEVIC,M IH L OW S AH V IH K
66611,PARISH,P AE R IH SH
66612,IDENTIFIER,AY D EH N AH F AY ER
66613,ROXANA,R AA K S AE N AH
66614,GROOMS,G R UW M Z
66615,SHOOP,SH UW P
66616,WESTENBERGER,W EH S T AH N B ER G ER
66617,ROUSE,R AW Z
66618,MICROCIRCUITS,M AY K R OW S ER K AH T S
66619,FORAKER,F AO R AH K ER
66620,BEDOUINS,B EH D OW AH N Z
66621,STEINEM,S T AY N AH M
66622,JACUZZI,JH AH K UW Z IY
66623,DELTA'S,D EH L T AH Z
66624,WARDE,W AO R D
66625,COULL,K AW L
66626,HARMFULNESS,HH AA R M F AH L N AH S
66627,SYDERS',S AY D ER Z
66628,UNPLACED,AH N P L EY S T
66629,REVOLVE,R IY V AA L V
66630,MCNEESE,M AH K N IY S
66631,TRIOLO,T R IY OW L OW
66632,EXECUTIONERS,EH K S AH K Y UW SH AH N ER Z
66633,GETTIN',G IH T AH N
66634,OBOIST,OW B OW AH S T
66635,USHERING,AH SH ER IH NG
66636,PRINCELY,P R IH N S L IY
66637,TELE,T EH L IY
66638,OTHELLO,AH TH EH L OW
66639,QUANTITY,K W AA N T AH T IY
66640,PIES'S,P AY Z IH Z
66641,BUCHBINDER,B UH K B AY N D ER
66642,EPSOMITE,EH P S AH M AY T
66643,TOOTS,T UH T S
66644,SHACKLED,SH AE K AH L D
66645,ARCHAMBEAU,AA R SH AH M B OW
66646,FLAWLESS,F L AO L AH S
66647,DOERNER,D AO R N ER
66648,FAUL,F AO L
66649,SHADOW,SH AE D OW
66650,MONSEES,M AA N S IY Z
66651,BACKHOES,B AE K HH OW Z
66652,ENTRANCED,IH N T R AE N S T
66653,BUI,B IH
66654,HAGADORN,HH AE G AH D AO R N
66655,GETTY,G EH T IY
66656,LAO,L AW
66657,BOWNDS,B OW N D Z
66658,GSCHWIND,G AH SH W IH N D
66659,BAUD,B AO D
66660,LUTECE,L UW T EH S
66661,BOTHA'S,B OW T AH Z
66662,SECATEURS,S EY K AH T ER Z
66663,ALARM,AH L AA R M
66664,KOSBIE,K AA Z B IY
66665,STARNES,S T AA R N Z
66666,SLOVAKS,S L OW V AA K S
66667,EGGSHAPED,EH G SH EY P T
66668,SLIGHT,S L AY T
66669,PEELED,P IY L D
66670,CAJUN,K EY JH AH N
66671,HAFNIA,HH AE F N IY AH
66672,NEGATIVE,N EH G AH T IH V
66673,STUMBLED,S T AH M B AH L D
66674,CAT,K AE T
66675,IDIOM,IH D IY AH M
66676,ALLTIME,AO L T AY M
66677,CURATOR,K Y UH R EY T ER
66678,PATIENTS,P EY SH AH N T S
66679,FORT,F AO R T
66680,MOWELL,M AA W EH L
66681,VALLES,V EY L Z
66682,SLAB,S L AE B
66683,EAPPEN,IY P AH N
66684,MENIL,M EH N IY L
66685,WIGG,W IH G
66686,DANDO,D AE N D OW
66687,DEHLER,D EH L ER
66688,DOKELY,D OW K L IY
66689,PINKETT,P IH NG K IH T
66690,CONVEYOR,K AH N V EY ER
66691,RESTATES,R IY S T EY T S
66692,WHITE,W AY T
66693,COBLER,K OW B L ER
66694,CERVIX,S ER V IH K S
66695,MUTCHLER,M AH CH L ER
66696,GURA,G UH R AH
66697,BUSHMEN,B UH SH M EH N
66698,SEPE,S IY P
66699,DEFRAYS,D IH F R EY Z
66700,PARSEC,P AA R S EH K
66701,THRILLS,TH R IH L Z
66702,PASSENGERS',P AE S AH N JH ER Z
66703,TENNCARE'S,T EH N K EH R Z
66704,CHEAP,CH IY P
66705,EXPRESSO,EH K S P EH S OW
66706,AVERAGED,AE V R AH JH D
66707,HUBERTO,HH UW B EH R T OW
66708,RIGUEUR,R IH G ER
66709,LIPPI,L IH P IY
66710,RATA,R AE T AH
66711,RIEMER,R IY M ER
66712,SMAIL,S M EY L
66713,LEOPOLDINA,L EH P OW L D IY N AH
66714,BREGMAN,B R EH G M AH N
66715,INES,IH N EH S
66716,AGUILA,AA G W IY L AH
66717,ALEJOS,AA L EY Y OW Z
66718,SKILES,S K AY L Z
66719,EGOTISM,IY G AH T IH Z AH M
66720,HARDWIN,HH AA R D W IH N
66721,CAPRIOTTI,K AA P R IY OW T IY
66722,STRAIGHTENING,S T R EY T N IH NG
66723,WORKWEEKS,W ER K W IY K S
66724,EXPERIMENTED,IH K S P EH R AH M AH N T AH D
66725,PISCES,P AY S IY Z
66726,HIRSHFIELD,HH ER SH F IY L D
66727,MOTTO,M AA T OW
66728,JENNEWEIN,JH EH N UW AY N
66729,BILLIONTH,B IH L Y AH N TH
66730,FRANCOIS,F R AA N S W AA
66731,NOGAWA,N OW G AA W AH
66732,CAUDAL,K AO D AH L
66733,BOLTZ,B OW L T S
66734,VANTASSELL,V AE N T AE S AH L
66735,LAING,L AA IH NG
66736,PORTRAIT,P AO R T R AH T
66737,KRYSIAK,K R IH S IY AE K
66738,WINDHOEK,W IH N D HH OW K
66739,AMOUNTING,AH M AW N IH NG
66740,PERETZ,P ER IH T S
66741,UNDIMINISHED,AH N D AH M IH N IH SH T
66742,CRAZILY,K R EY Z AH L IY
66743,UPRISING,AH P R AY Z IH NG
66744,TWINED,T W AY N D
66745,BENGUET,B EH NG G AH T
66746,NISSIN,N IH S IH N
66747,MANOOGIAN,M AH N UW JH IY AH N
66748,GLASSMAN,G L AE S M AE N
66749,WELLIVER,W EH L IH V ER
66750,MUEHLEBACH,M Y UW L B AA K
66751,KOONIG,K UW N IH G
66752,ALFREY,AE L F R IY
66753,IDONIA,IH D OW N IY AH
66754,HORSETAILS,HH AO R S T EY L Z
66755,MEZERA,M EY Z EH R AH
66756,HUGUENOTS,Y UW G AH N AA T S
66757,ROLLET,R OW L EH T
66758,AGAR,EY G ER
66759,AKAO,AH K EY OW
66760,ALBANK,AA L B AE NG K
66761,SUBJUGATE,S AH B JH AH G EY T
66762,VETTER,V EH T ER
66763,KUNG,K AH NG
66764,UNABOM,Y UW N AH B AO M
66765,STRYCHNINE,S T R IH K N AY N
66766,PESTA,P EH S T AH
66767,ROHMER,R OW M ER
66768,ERUPTIVE,IH R AH P T IH V
66769,TURKMEN,T ER K M EH N
66770,KENYON,K EH N Y AH N
66771,KRESLOVSKY,K R EH S L AO V S K IY
66772,CLAD,K L AE D
66773,BELLAND,B EH L AH N D
66774,AKIBA,AH K IY B AH
66775,JURA,JH UH R AH
66776,LITHOGRAPHY,L AH TH AA G R AH F IY
66777,THERM,TH ER M
66778,CURMUDGEONS,K ER M AH JH IH N Z
66779,VISHAY,V IH SH EY
66780,SHARON,SH AE R AH N
66781,LAZULITE,L AE Z AH L AY T
66782,EXEMPLARY,IH G Z EH M P L ER IY
66783,INDUSTRYWIDE,IH N D AH S T R IY W AY D
66784,STATIN,S T EY T IH N
66785,USES,Y UW S AH Z
66786,RELIES,R IY L AY Z
66787,LASHBROOK,L AE SH B R UH K
66788,GREGER,G R EH G ER
66789,PERTURB,P ER T ER B
66790,RISKIER,R IH S K IY ER
66791,RAFFAELE,R AA F AY EH L EY
66792,EXPLOSION,IH K S P L OW ZH AH N
66793,CULLIMORE,K AH L IY M AO R
66794,GLORIANE,G L AO R IY AE N
66795,NEJAMATIN,N EH JH AH M AE T IH N
66796,PHILLABAUM,F IH L AH B AW M
66797,DENKINS,D EH NG K IH N Z
66798,CURRAGH,K AH R AH
66799,LAMBASTED,L AE M B AE S T IH D
66800,LOHNER,L OW N ER
66801,THERIAULT,TH EH R IY OW
66802,CHUSE,CH Y UW Z
66803,MONTIJO,M OW N T IY Y OW
66804,COBURN,K OW B ER N
66805,FIXES,F IH K S IH Z
66806,MCCALL,M AH K AO L
66807,URINATING,Y ER AH N EY T IH NG
66808,MANNEQUINS,M AE N AH K IH N Z
66809,REDBURN,R EH D B ER N
66810,DUDDING,D AH D IH NG
66811,AUGMENTED,AA G M EH N T AH D
66812,AFFORD,AH F AO R D
66813,TREMORS,T R EH M ER Z
66814,KORMAN,K AO R M AH N
66815,BRENTANO,B R EH N T AA N OW
66816,ELIA,AH L AY AH
66817,KAVENEY,K AE V IH N IY
66818,MISBEHAVIOR,M IH S B IY HH EY V Y ER
66819,PERES'S,P EH R EH Z IH Z
66820,NORWAY'S,N AO R W EY Z
66821,KNAUER,N AW ER
66822,GOYKO,G OY K OW
66823,BUCARO,B UW K AA R OW
66824,EMISSARY,EH M AH S EH R IY
66825,HAVE,HH AE V
66826,VANROEKEL,V AE N R OW K AH L
66827,PROCEDURAL,P R AH S IY JH ER AH L
66828,STRANGLING,S T R AE NG G AH L IH NG
66829,STRENGTHENING,S T R EH NG TH AH N IH NG
66830,FEIGER,F AY G ER
66831,MISCOMMUNICATE,M IH S K AH M Y UW N AH K EY T
66832,COPLEN,K AA P AH L AH N
66833,LONGHAND,L AO NG HH AE N D
66834,GRIFFIE,G R IH F IY
66835,CABDRIVER,K AE B D R AY V ER
66836,LORDY,L AO R D IY
66837,D'ALESSI,D AH L EH S IY
66838,ACQUITS,AH K W IH T S
66839,OUTLEY,AW T L IY
66840,GOLISANO,G OW L IH S AA N OW
66841,SIGNPOSTS,S AY N P OW S T S
66842,INDUSTRIVAERDEN,IH N D AH S T R IY V EH R D AH N
66843,TRAMONTANA,T R AA M OW N T AE N AH
66844,DETERMINING,D IH T ER M AH N IH NG
66845,DISKS,D IH S K S
66846,GRIZ,G R IH Z
66847,BLOOMERS,B L UW M ER Z
66848,DEITERS,D AY T ER Z
66849,MESSAMORE,M EH S AA M AO R
66850,BOOTHBY,B UW TH B IY
66851,WATERMARKS,W AO T ER M AA R K S
66852,THEM,DH EH M
66853,MAKER'S,M EY K ER Z
66854,KINGBIRDS,K IH NG B ER D Z
66855,CONSOLIDATORS,K AH N S AA L IH D EY T ER Z
66856,GRACEFULLY,G R EY S F AH L IY
66857,KANO,K AA N OW
66858,LACKEYS,L AE K IY Z
66859,PUERTO_RICO,P W EH R T OW R IY K OW
66860,PAR'S,P AA R Z
66861,PROTEST,P R AH T EH S T
66862,MACMILLAN'S,M AH K M IH L AH N Z
66863,CHIZMAR,CH IH Z M ER
66864,THOMSPON,TH AA M S P AH N
66865,TEXTING,T EH K S T IH NG
66866,GLAZING,G L EY Z IH NG
66867,ZIEGFELD,Z IH G F EH L D
66868,DAREDEVIL,D EH R D EH V AH L
66869,COORDINATES,K OW AO R D AH N AH T S
66870,DYNES,D AY N Z
66871,MARKWARDT,M AA R K W AO R T
66872,HISTORY,HH IH S T R IY
66873,HILEMAN,HH AY L M AH N
66874,HEDIGER,HH EH D IH G ER
66875,DENGLER,D IH NG L ER
66876,TOMASELLO,T OW M AA S EH L OW
66877,SUDS,S AH D Z
66878,MARSISA,M AA R S IH S AH
66879,GUILT,G IH L T
66880,COURTIERS,K AO R T IY ER Z
66881,NITRIDE,N AY T R AY D
66882,GARRITANO,G AA R IY T AA N OW
66883,SEBASTIANI,S AH B AE S T IY AA N IY
66884,INCISE,IH N S AY Z
66885,KAPRAL,K AE P R AH L
66886,NOV,N OW V
66887,MCCAA,M AH K AA
66888,DELINEATING,D IH L IH N IY EY T IH NG
66889,TOBIA,T OW B IY AH
66890,AMIT,AA M IY T
66891,INN,IH N
66892,SCHUENEMANN,SH UW N AH M AH N
66893,QUINONES,K W IH N OW N Z
66894,SOLOS,S OW L OW Z
66895,ADVISORIES,AH D V AY Z ER IY Z
66896,MURI,M UH R IY
66897,BASES,B EY S IY Z
66898,COPENHAGEN'S,K OW P AH N HH AA G AH N Z
66899,MULTILAYERED,M AH L T IY L EY ER D
66900,SMIGIEL,S M IH JH IY L
66901,OHLSEN,OW L S AH N
66902,SHUR,SH ER
66903,STYX,S T IH K S
66904,TALKATIVE,T AO K AH T IH V
66905,BARGERON,B AA R G ER AH N
66906,SPANIER,S P AE N Y ER
66907,WICHERN,W IH K ER N
66908,THEISS,TH AY S
66909,NOTED,N OW T IH D
66910,FANCIEST,F AE N S IY AH S T
66911,AVERSIONS,AH V ER ZH AH N Z
66912,RESIGNS,R IH Z AY N Z
66913,ENCHANTER'S,EH N CH AE N T ER Z
66914,WEEKEND,W IY K EH N D
66915,DOUBTLESS,D AW T L AH S
66916,RUETZ,R UW T S
66917,PREDATOR,P R EH D AH T ER
66918,ABDICATES,AE B D AH K EY T S
66919,IRIAN,AY R IY AH N
66920,INVENTORY,IH N V AH N T AO R IY
66921,ZULLO,Z UW L OW
66922,HEAPE,HH IY P
66923,MACHINIST,M AH SH IY N AH S T
66924,OTSEGO,AA T S EY G OW
66925,LOOKIT,L UH K IH T
66926,CLINICS,K L IH N IH K S
66927,SCHAPER,SH EY P ER
66928,LUZHKOV,L UW ZH K AO V
66929,COOPERATIONS,K W AA P ER EY SH AH N Z
66930,NEG,N EH G
66931,AUTOMATICALLY,AO T OW M AE T IH K L IY
66932,CORPORATE,K AO R P R AH T
66933,YENTL,Y EH N T AH L
66934,BARDOLPH,B AA R D AA L F
66935,GALENA,G AH L IY N AH
66936,SOFFEL,S AO F AH L
66937,FORECASTS,F AO R K AE S
66938,MALAYSIAN,M AH L EY ZH AH N
66939,ROOME,R UW M
66940,UNMOVED,AH N M UW V D
66941,BLASCHKE,B L AE SH K
66942,COLOMBIANS,K AH L AH M B IY AH N Z
66943,CANEDO,K AA N EY D OW
66944,REUSABLE,R IY UW Z AH B AH L
66945,AYE,AY
66946,WECHSLER,W EH SH L ER
66947,DECEIVE,D IH S IY V
66948,EUROFIGHTER,Y UW R OW F AY T ER
66949,QUILL,K W IH L
66950,BOBACK,B OW B AE K
66951,GIMME,G IH M IY
66952,JUGGLER,JH AH G AH L ER
66953,BREVETS,B R AH V EH T S
66954,OUTPOUR,AW T P AO R
66955,AMIRI,AA M IH R IY
66956,MANFRE,M AE N F ER
66957,HEGG,HH EH G
66958,ALARMIST,AH L AA R M AH S T
66959,CIRCULATING,S ER K Y AH L EY T IH NG
66960,LECTERN,L EH K T ER N
66961,GUINNESS,G IH N AH S
66962,RECOUNTED,R IY K AW N T IH D
66963,WHITFORD,HH W IH T F ER D
66964,PINNACLE'S,P IH N IH K AH L Z
66965,HANAFIN,HH AE N AH F IH N
66966,GELARDIN,G AH L AA R D IH N
66967,BROOMALL,B R UW M AH L
66968,GEOGRAPHICAL,JH IY AH G R AE F IH K AH L
66969,BAKULA,B AH K UW L AH
66970,DELAHUNTY,D EH L AH HH AH N T IY
66971,KRAGH,K R AE G
66972,KJENSTAD,K Y EH N S T AE D
66973,NERL,N ER L
66974,PHOTOGRAPHIC,F OW T AH G R AE F IH K
66975,CAZARES,K AA Z AA R EH S
66976,IDENTIFIER,AY D EH N T AH F AY ER
66977,PLATED,P L EY T IH D
66978,GUBA'S,G Y UW B AH Z
66979,BOWATER,B OW W AO T ER
66980,REDIAL,R IY D AY AH L
66981,HOLDERNESS,HH OW L D ER N AH S
66982,DORIS,D AO R IH S
66983,ETCETERA,EH T S EH T ER AH
66984,GLEAMED,G L IY M D
66985,TRICKLE,T R IH K AH L
66986,PRESERVES,P R AH Z ER V Z
66987,BONUSES,B OW N AH S IH Z
66988,CANTOR,K AE N T ER
